Wall time,Step,Value
1543938127.929477,1,1498.6494140625
1543938236.0674763,2,664.2453002929688
1543938340.5500898,3,474.8240966796875
1543938445.1190884,4,317.6553955078125
1543938549.530089,5,306.5403747558594
1543938660.6377254,6,167.81497192382812
1543938765.2677271,7,156.80088806152344
1543938870.1117253,8,126.13513946533203
1543938974.666725,9,124.39568328857422
1543939079.5067275,10,80.36734771728516
1543939184.318791,11,99.48284149169922
1543939289.4346862,12,93.40188598632812
1543939394.3935285,13,64.01656341552734
1543939499.2517183,14,92.8788070678711
1543939604.2257175,15,90.46794891357422
1543939709.2063785,16,51.20724105834961
1543939813.895378,17,46.553165435791016
1543939919.547569,18,52.86923599243164
1543940024.2175694,19,37.72547149658203
1543940128.8256361,20,50.32231140136719
1543940233.8247051,21,33.310035705566406
1543940338.84138,22,25.18456268310547
1543940443.816729,23,20.539806365966797
1543940548.8150542,24,27.92508888244629
1543940653.8561857,25,31.385467529296875
1543940758.6521862,26,18.853546142578125
1543940863.4551876,27,19.713315963745117
1543940968.5061874,28,21.94859504699707
1543941073.2901874,29,14.248112678527832
1543941178.0431855,30,16.182331085205078
1543941282.6101875,31,12.245800971984863
1543941387.5681875,32,15.394948959350586
1543941492.423189,33,13.31180477142334
1543941596.921428,34,12.140298843383789
1543941701.7800858,35,13.691332817077637
1543941806.3380866,36,10.263771057128906
1543941911.2040858,37,9.737496376037598
1543942015.6440864,38,10.54828929901123
1543942120.3040867,39,6.96220588684082
1543942225.191087,40,6.302928924560547
1543942330.185087,41,5.430954933166504
1543942435.089086,42,6.233015537261963
1543942540.2010884,43,3.594146966934204
1543942645.0080872,44,5.508288860321045
1543942749.7350843,45,3.494471549987793
1543942854.2920868,46,5.4648332595825195
1543942959.0610864,47,3.691885471343994
1543943064.0560882,48,4.790816783905029
1543943168.8140855,49,4.665987491607666
1543943273.0853493,50,6.949029445648193
1543943378.7863498,51,3.147067070007324
1543943483.4943483,52,3.7913856506347656
1543943588.5103495,53,2.5368547439575195
1543943694.937955,54,2.2261319160461426
1543943806.110834,55,3.4326844215393066
1543943911.1667387,56,2.7456533908843994
1543944015.9017386,57,2.4703257083892822
1543944121.0087378,58,2.590386152267456
1543944225.9547372,59,2.0399999618530273
1543944331.195739,60,1.509489893913269
1543944436.243244,61,1.5900311470031738
1543944540.974244,62,1.0736788511276245
1543944645.9482458,63,1.1537388563156128
1543944750.866245,64,0.8702232837677002
1543944855.5392454,65,1.5382062196731567
1543944960.5504203,66,0.6369617581367493
1543945065.3754203,67,0.8974523544311523
1543945170.2874217,68,0.7503094673156738
1543945275.1044202,69,0.6895078420639038
1543945379.892419,70,0.6345506310462952
1543945484.5824213,71,0.5674856305122375
1543945589.550419,72,0.5250348448753357
1543945694.4444215,73,0.32305335998535156
1543945799.4434204,74,0.37105250358581543
1543945904.445422,75,0.3438301384449005
1543946009.3944218,76,0.34680789709091187
1543946114.1744225,77,0.3665890693664551
1543946219.0634215,78,0.2574533522129059
1543946324.1594214,79,0.26616576313972473
1543946429.0625045,80,0.1983090192079544
1543946534.0205016,81,0.1890098750591278
1543946638.8945038,82,0.158736914396286
1543946744.001476,83,0.21346020698547363
1543946849.1724787,84,0.19073407351970673
1543946953.9124777,85,0.07789600640535355
1543947058.6365528,86,0.13091017305850983
1543947163.397553,87,0.11025088280439377
1543947268.3085518,88,0.06862035393714905
1543947373.1905506,89,0.10208936035633087
1543947478.2695525,90,0.07615475356578827
1543947582.9225502,91,0.07667458057403564
1543947687.8171227,92,0.057499777525663376
1543947792.853124,93,0.052578721195459366
1543947897.647122,94,0.055762115865945816
1543948002.6741242,95,0.061324261128902435
1543948107.878123,96,0.06259086728096008
1543948213.0581968,97,0.05558743700385094
1543948318.0091977,98,0.04327719286084175
1543948422.7041955,99,0.04807887598872185
